name,region,gl_type,region_type,area,volume,lat,lon
IC_1646, SW, LT, ice_cap, 9.56,      0, 66.30196, -52.60567 
IC_1650, NO, LT, ice_cap, 0.01,      0, 66.22457, -36.69460 
IC_1651, NO, LT, ice_cap, 0.02,      0, 66.22200, -36.69664 
IC_1652, NO, LT, ice_cap, 0.01,      0, 66.22093, -36.69370 
IC_1649, SW, LT, ice_cap, 6.30,      0, 66.22688, -52.99464 
IC_1654, NO, LT, ice_cap, 0.01,      0, 66.16536, -36.55672 
IC_1658, NO, LT, ice_cap, 0.77,      0, 66.05612, -36.00271 
IC_1660, SW, LT, ice_cap, 0.01,      0, 66.13261, -52.65666 
IC_1661, NO, LT, ice_cap, 0.01,      0, 66.09558, -36.78289 
IC_1657, NO, LT, ice_cap, 6.31,      0, 66.12921, -37.19324 
IC_1656, NO, LT, ice_cap, 11.73,      0, 66.11721, -37.11521 
IC_1662, SW, LT, ice_cap, 0.03,      0, 66.09489, -52.80121 
IC_1663, NO, LT, ice_cap, 0.01,      0, 66.06794, -36.83014 
IC_1664, SW, LT, ice_cap, 0.01,      0, 66.07472, -52.95871 
IC_1665, SW, LT, ice_cap, 0.01,      0, 66.19562, -50.27160 
IC_1666, NO, LT, ice_cap, 0.01,      0, 66.04842, -36.83264 
IC_1670, SW, LT, ice_cap, 0.01,      0, 66.07483, -52.33414 
IC_1669, SW, LT, ice_cap, 0.28,      0, 66.05682, -52.63936 
IC_1671, SW, LT, ice_cap, 0.01,      0, 66.09108, -51.85352 
IC_1673, SW, LT, ice_cap, 0.01,      0, 66.08746, -51.85464 
IC_1672, SW, LT, ice_cap, 0.05,      0, 66.07012, -52.19776 
IC_1668, NO, LT, ice_cap, 5.61,      0, 66.05013, -37.32628 
IC_1676, NO, LT, ice_cap, 0.01,      0, 65.96711, -36.17243 
IC_1675, NO, LT, ice_cap, 11.50,      0, 65.99603, -37.29604 
IC_1674, NO, LT, ice_cap, 6.11,      0, 66.01869, -37.26601 
IC_1667, NO, LT, ice_cap, 6.06,      0, 66.05980, -37.43908 
IC_1677, SW, LT, ice_cap, 0.01,      0, 66.13896, -50.14456 
IC_1678, SW, LT, ice_cap, 0.01,      0, 66.01288, -52.75533 
IC_1679, SW, LT, ice_cap, 0.05,      0, 66.03354, -52.34916 
IC_1683, SW, LT, ice_cap, 0.03,      0, 66.04270, -51.96127 
IC_1684, SW, LT, ice_cap, 0.07,      0, 66.02217, -52.04411 
IC_1682, NO, LT, ice_cap, 6.96,      0, 65.99163, -37.36499 
IC_1680, SW, LT, ice_cap, 6.88,      0, 65.99449, -52.68362 
IC_1685, SW, LT, ice_cap, 0.01,      0, 66.08841, -50.16619 
IC_1688, SW, LT, ice_cap, 0.01,      0, 66.06612, -50.35816 
IC_1687, SW, LT, ice_cap, 6.85,      0, 65.93581, -52.99965 
IC_1681, NO, LT, ice_cap, 24.85,      0, 65.98013, -37.53373 
IC_1690, SW, LT, ice_cap, 3.28,      0, 65.93523, -52.46525 
IC_1692, SW, LT, ice_cap, 0.02,      0, 65.93837, -52.45173 
IC_1693, SW, LT, ice_cap, 0.09,      0, 65.93710, -52.44392 
IC_1691, NO, LT, ice_cap, 6.14,      0, 65.92063, -37.51728 
IC_1694, SW, LT, ice_cap, 0.32,      0, 65.93606, -52.29013 
IC_1697, SW, LT, ice_cap, 0.58,      0, 65.86124, -52.58557 
IC_1698, SW, LT, ice_cap, 0.01,      0, 65.87770, -52.11094 
IC_1696, SW, LT, ice_cap, 6.41,      0, 65.97834, -50.24425 
IC_1695, SW, LT, ice_cap, 9.28,      0, 65.85704, -52.60396 
IC_1699, SW, LT, ice_cap, 5.27,      0, 65.84302, -52.35231 
IC_1700, NO, LT, ice_cap, 25.00,      0, 65.82099, -37.65541 
IC_1701, SW, LT, ice_cap, 0.05,      0, 65.83470, -52.24659 
IC_1703, NO, LT, ice_cap, 0.01,      0, 65.81955, -37.56116 
IC_1702, NO, LT, ice_cap, 11.52,      0, 65.80084, -37.56587 
IC_1705, SW, LT, ice_cap, 5.82,      0, 65.70145, -52.94468 
IC_1704, NO, LT, ice_cap, 11.60,      0, 65.78487, -38.22822 
IC_1709, NO, LT, ice_cap, 5.08,      0, 65.68356, -37.45736 
IC_1707, NO, LT, ice_cap, 8.47,      0, 65.70175, -37.53431 
IC_1708, NO, LT, ice_cap, 11.74,      0, 65.65222, -37.05653 
IC_1710, SW, LT, ice_cap, 15.51,      0, 65.70397, -51.34311 
IC_1711, SW, LT, ice_cap, 6.94,      0, 65.69655, -51.14127 
IC_1714, SW, LT, ice_cap, 7.38,      0, 65.66119, -51.55577 
IC_1713, SW, LT, ice_cap, 18.43,      0, 65.58704, -52.62952 
IC_1716, SW, LT, ice_cap, 12.07,      0, 65.30816, -51.83290 
IC_1718, NO, LT, ice_cap, 0.01,      0, 64.60952, -40.44468 
IC_1719, NO, LT, ice_cap, 0.01,      0, 64.60470, -40.48464 
IC_1721, NO, LT, ice_cap, 0.04,      0, 64.44382, -40.20194 
IC_1723, NO, LT, ice_cap, 0.02,      0, 64.27797, -40.98011 
IC_1725, NO, LT, ice_cap, 0.07,      0, 64.26820, -40.74737 
IC_1726, NO, LT, ice_cap, 0.01,      0, 64.26359, -40.73310 
IC_1724, NO, LT, ice_cap, 11.32,      0, 64.26924, -41.26952 
IC_1727, SW, LT, ice_cap, 8.55,      0, 64.02628, -50.71708 
IC_1728, SW, LT, ice_cap, 13.96,      0, 63.99256, -50.87947 
IC_1729, SW, LT, ice_cap, 6.83,      0, 63.95339, -51.09593 
IC_1730, SW, LT, ice_cap, 7.67,      0, 63.91349, -51.16067 
IC_1731, SW, LT, ice_cap, 6.25,      0, 63.87802, -50.45741 
IC_1733, SW, LT, ice_cap, 5.53,      0, 63.85634, -50.52147 
IC_1734, SW, LT, ice_cap, 1.39,      0, 63.84971, -50.66006 
IC_1735, SW, LT, ice_cap, 5.22,      0, 63.83421, -50.43258 
IC_1736, SW, LT, ice_cap, 0.06,      0, 63.77822, -51.06812 
IC_1738, SW, LT, ice_cap, 0.01,      0, 63.77812, -50.38115 
IC_1739, SW, LT, ice_cap, 0.01,      0, 63.77204, -50.35795 
IC_1740, SW, LT, ice_cap, 0.01,      0, 63.74736, -50.54573 
IC_1737, NO, LT, ice_cap, 10.78,      0, 63.82998, -41.35495 
IC_1741, SW, LT, ice_cap, 5.82,      0, 63.71821, -50.83729 
IC_1745, SW, LT, ice_cap, 0.05,      0, 63.60144, -50.67460 
IC_1743, SW, LT, ice_cap, 28.68,      0, 63.59237, -50.70429 
IC_1744, NO, LT, ice_cap, 5.45,      0, 63.67791, -41.28028 
IC_1747, SW, LT, ice_cap, 0.01,      0, 63.59705, -50.59803 
IC_1746, SW, LT, ice_cap, 7.47,      0, 63.57854, -50.86888 
IC_1750, NO, LT, ice_cap, 17.86,      0, 63.54395, -40.90360 
IC_1749, SW, LT, ice_cap, 6.03,      0, 63.48944, -50.83436 
IC_1751, SW, LT, ice_cap, 8.18,      0, 63.48049, -50.92494 
IC_1748, SW, LT, ice_cap, 10.84,      0, 63.50802, -50.57318 
IC_1752, SW, LT, ice_cap, 5.53,      0, 63.46534, -50.78096 
IC_1758, SW, LT, ice_cap, 0.01,      0, 63.42794, -50.24667 
IC_1755, SW, LT, ice_cap, 13.97,      0, 63.43262, -50.52500 
IC_1759, NO, LT, ice_cap, 0.05,      0, 63.46843, -41.07135 
IC_1757, NO, LT, ice_cap, 6.45,      0, 63.47242, -41.09573 
IC_1754, NO, LT, ice_cap, 7.52,      0, 63.50743, -41.57758 
IC_1756, NO, LT, ice_cap, 6.53,      0, 63.47610, -41.25412 
IC_1764, SW, LT, ice_cap, 0.07,      0, 63.29756, -50.61832 
IC_1766, SW, LT, ice_cap, 0.01,      0, 63.28836, -50.66965 
IC_1767, SW, LT, ice_cap, 0.01,      0, 63.29487, -50.48143 
IC_1763, NO, LT, ice_cap, 6.51,      0, 63.37059, -41.52643 
IC_1762, SW, LT, ice_cap, 16.39,      0, 63.31947, -50.15453 
IC_1765, NO, LT, ice_cap, 17.91,      0, 63.34843, -41.57942 
IC_1769, SW, LT, ice_cap, 5.76,      0, 63.25795, -50.42647 
IC_1768, NO, LT, ice_cap, 10.86,      0, 63.31212, -41.33867 
IC_1770, NO, LT, ice_cap, 12.56,      0, 63.30058, -41.50043 
IC_1771, NO, LT, ice_cap, 10.13,      0, 63.28932, -41.32806 
IC_1774, NO, LT, ice_cap, 0.01,      0, 63.25515, -41.66298 
IC_1773, NO, LT, ice_cap, 5.86,      0, 63.24598, -41.27522 
IC_1775, NO, LT, ice_cap, 0.01,      0, 63.24508, -41.64677 
IC_1776, NO, LT, ice_cap, 0.01,      0, 63.23001, -41.64095 
IC_1777, SW, LT, ice_cap, 25.40,      0, 63.14153, -49.85618 
IC_1778, NO, LT, ice_cap, 0.01,      0, 63.18480, -41.72252 
IC_1779, NO, LT, ice_cap, 0.01,      0, 63.18397, -41.72457 
IC_1782, SW, LT, ice_cap, 0.01,      0, 63.11156, -50.04871 
IC_1780, SW, LT, ice_cap, 3.41,      0, 63.11678, -50.01706 
IC_1783, SW, LT, ice_cap, 0.01,      0, 63.05370, -50.02390 
IC_1785, SW, LT, ice_cap, 0.03,      0, 63.03912, -49.95596 
IC_1786, NO, LT, ice_cap, 5.28,      0, 63.06547, -41.45614 
IC_1784, SW, LT, ice_cap, 22.88,      0, 63.01849, -49.99208 
IC_1787, SW, LT, ice_cap, 0.09,      0, 63.00639, -49.94971 
IC_1788, SW, LT, ice_cap, 0.02,      0, 63.00513, -49.94207 
IC_1789, NO, LT, ice_cap, 5.93,      0, 62.96302, -41.80423 
IC_1790, NO, LT, ice_cap, 12.15,      0, 62.94550, -41.70318 
IC_1791, NO, LT, ice_cap, 11.45,      0, 62.89793, -41.86532 
IC_1792, NO, LT, ice_cap, 8.34,      0, 62.86623, -41.93087 
IC_1793, NO, LT, ice_cap, 6.67,      0, 62.82944, -42.07027 
IC_1794, NO, LT, ice_cap, 6.92,      0, 62.74128, -42.28554 
IC_1795, NO, LT, ice_cap, 12.97,      0, 62.73695, -42.90031 
IC_1796, NO, LT, ice_cap, 12.23,      0, 62.73280, -42.80266 
IC_1799, NO, LT, ice_cap, 26.76,      0, 62.52343, -42.44131 
IC_1801, NO, LT, ice_cap, 7.01,      0, 62.46502, -43.02172 
IC_1800, NO, LT, ice_cap, 14.87,      0, 62.45630, -42.61174 
IC_1802, NO, LT, ice_cap, 15.87,      0, 62.40526, -42.43953 
IC_1803, SW, LT, ice_cap, 6.60,      0, 61.73381, -48.52468 
IC_1804, NO, LT, ice_cap, 11.55,      0, 61.21814, -42.82558 
IC_1805, SW, LT, ice_cap, 8.67,      0, 61.12748, -45.08549 
IC_1807, NO, LT, ice_cap, 5.74,      0, 60.87237, -42.77092 
IC_1806, NO, LT, ice_cap, 7.74,      0, 60.87349, -42.84028 
IC_1811, SW, LT, ice_cap, 6.23,      0, 60.80924, -44.88176 
IC_1812, SW, LT, ice_cap, 0.02,      0, 60.80499, -44.89268 
IC_1813, SW, LT, ice_cap, 0.01,      0, 60.80369, -44.89446 
IC_1810, SW, LT, ice_cap, 5.73,      0, 60.81454, -44.60030 
IC_1809, SW, LT, ice_cap, 21.14,      0, 60.79922, -44.67414 
IC_1814, SW, LT, ice_cap, 13.82,      0, 60.76724, -44.74175 
IC_1815, SW, LT, ice_cap, 0.01,      0, 60.77500, -44.81484 
IC_1816, SW, LT, ice_cap, 0.01,      0, 60.77498, -44.80243 
IC_1817, SW, LT, ice_cap, 0.01,      0, 60.77495, -44.78826 
IC_1818, SW, LT, ice_cap, 0.01,      0, 60.77411, -44.79889 
IC_1819, SW, LT, ice_cap, 0.02,      0, 60.77324, -44.79624 
IC_1820, SW, LT, ice_cap, 0.01,      0, 60.77294, -44.66602 
IC_1821, SW, LT, ice_cap, 0.02,      0, 60.77236, -44.79271 
IC_1823, NO, LT, ice_cap, 0.02,      0, 60.60122, -43.82887 
IC_1822, NO, LT, ice_cap, 10.23,      0, 60.59646, -43.87167 
IC_1824, NO, LT, ice_cap, 0.01,      0, 60.59950, -43.82982 
IC_1825, SW, LT, ice_cap, 6.21,      0, 60.55705, -44.66355 
IC_1826, NO, LT, ice_cap, 11.10,      0, 60.48936, -43.73292 
IC_1827, SW, LT, ice_cap, 15.41,      0, 60.36884, -44.45813 
IC_1828, SW, LT, ice_cap, 12.60,      0, 60.34235, -44.16451 
IC_1829, SW, LT, ice_cap, 0.03,      0, 60.34180, -44.11501 
IC_1831, SW, LT, ice_cap, 0.01,      0, 60.32174, -44.13075 
IC_1830, SW, LT, ice_cap, 5.77,      0, 60.31483, -44.53729 
IC_1832, SW, LT, ice_cap, 23.48,      0, 60.28150, -44.34711 
IC_1833, SW, LT, ice_cap, 5.42,      0, 60.20210, -44.45469 
IC_1835, NO, LT, ice_cap, 12.47,      0, 60.01742, -43.72236 
IC_1838, NO, LT, ice_cap, 0.03,      0, 60.02584, -43.65298 
IC_1836, NO, LT, ice_cap, 5.41,      0, 60.02715, -43.55135 
IC_1837, NO, LT, ice_cap, 10.11,      0, 60.01546, -43.65253 
IC_1839, NO, LT, ice_cap, 5.99,      0, 59.98897, -43.76806 
